City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
435,Meulaboh,ID,75.7,overcast clouds,4.1363,96.1285,Kost Pria
437,Belmonte,BR,73.9,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
438,Trenggalek,ID,69.78,scattered clouds,-8.05,111.7167,OYO 2966 Hotel Atriaz
439,Vila,PT,61.7,scattered clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
440,Inirida,CO,79.52,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
441,San Quintin,MX,81.21,few clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
442,Sangmelima,CM,68.16,scattered clouds,2.9333,11.9833,gamestar hotel
443,Lagos,NG,79.12,light rain,6.5833,3.75,
444,Cayenne,GF,83.08,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
445,Leona Vicario,MX,85.87,broken clouds,20.9667,-87.1917,Don Ros Cabañas y Restaurante
447,Chiang Khong,TH,77.32,overcast clouds,20.2613,100.4046,Chiangkhong Green Inn Resident
450,Hirara,JP,80.87,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
451,Norman Wells,CA,69.84,scattered clouds,65.282,-126.8329,Heritage Hotel
452,Mangan,IN,75.6,overcast clouds,27.5167,88.5333,Hotel Mout View
454,Belm,DE,56.32,few clouds,52.3,8.1333,Hotel Westerkamp
455,Komatipoort,ZA,72.77,clear sky,-25.4332,31.9548,Kruger View Backpackers
456,Novyy Urgal,RU,61.0,light rain,51.0736,132.5642,
457,Inhambane,MZ,69.17,clear sky,-23.865,35.3833,Oceano
459,Buenavista,PH,74.43,overcast clouds,8.9769,125.4089,Room For Rent
460,Husavik,IS,57.11,overcast clouds,66.0449,-17.3389,Bjarnabúð
461,Balikpapan,ID,74.39,scattered clouds,-1.2675,116.8289,ibis Balikpapan
462,Kabo,CF,72.61,overcast clouds,7.6994,18.629,
463,Kavaratti,IN,78.51,moderate rain,10.5669,72.642,Hotels in Lakshadweep Islands
465,Guider,CM,76.21,scattered clouds,9.9342,13.9486,"AUBERGE LA GRACE , GÉRANT : OUDAWAREME BALTHAZAR"
466,Luanda,AO,69.8,broken clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
467,Kieta,PG,81.09,light rain,-6.2167,155.6333,Uruna Bay Retreat
468,Kushima,JP,82.44,overcast clouds,31.4583,131.2333,Hanaoka
469,Matara,LK,78.28,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
473,Chegdomyn,RU,61.61,overcast clouds,51.1167,133.0167,Gostinitsa Bureya
474,Port Moresby,PG,81.82,broken clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
475,Port-Gentil,GA,76.96,broken clouds,-0.7193,8.7815,Fengshui Residence
476,Bethel,US,89.82,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
479,Artyom,AZ,73.54,clear sky,40.4723,50.333,Merdan Respect
480,Japura,ID,72.14,scattered clouds,-0.3167,102.35,Rumah mbah Jamah
481,Wuwei,CN,61.68,overcast clouds,37.9281,102.6414,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
482,Abu Samrah,SY,82.08,clear sky,35.3029,37.1841,
483,Vernon,CA,75.76,overcast clouds,50.2581,-119.2691,Prestige Vernon Lodge and Conference Centre
484,Ambon,ID,77.14,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
486,Agogo,GH,70.45,broken clouds,6.8,-1.0819,Tele Centre Hotel
487,Manjakandriana,MG,55.09,overcast clouds,-18.9167,47.8,Ampahikely Manjakandriana
489,Shenjiamen,CN,80.31,overcast clouds,29.9576,122.29799999999999,Jinjiang Inn Zhoushan Putuo Shenjiamen
490,Wanning,CN,79.39,scattered clouds,18.8003,110.3967,Paradise Hotel
491,Dingle,PH,73.72,light rain,10.9995,122.6711,SEGAYA PROPERTY
494,Zhanaozen,KZ,76.01,scattered clouds,43.3,52.8,K.korabay 28A
495,Rafaela,AR,62.98,clear sky,-31.2503,-61.4867,Parra Hotel & Suites
497,Labuan,MY,75.36,scattered clouds,5.2767,115.2417,Tiara Labuan Hotel
498,Portland,US,80.26,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
500,Lander,US,85.01,clear sky,42.833,-108.7307,"Holiday Inn Express & Suites Lander, an IHG Hotel"
501,Waddan,LY,83.64,clear sky,29.1614,16.139,محل الشريف محمد العايب
503,Caravelas,BR,73.26,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
504,La Ronge,CA,66.45,broken clouds,55.1001,-105.2842,Northland Motor Hotel
505,Faranah,GN,71.49,moderate rain,10.0404,-10.7434,Chez mon oncle
506,Chapayevka,UA,69.17,broken clouds,47.4711,36.3451,
508,Chodavaram,IN,78.64,moderate rain,17.8333,82.95,Ganesh Defence Academy chodavadaram hostel
509,Sinnamary,GF,79.7,scattered clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
511,Doha,QA,93.18,clear sky,25.2867,51.5333,Movenpick Hotel Doha
512,Madanapalle,IN,76.6,overcast clouds,13.55,78.5,Prithvi Lodge
513,Chizhou,CN,68.68,overcast clouds,30.6578,117.4831,Home Inn Chizhou Qiupu West Road Xiushanmen Square
516,Manjeshwar,IN,77.95,overcast clouds,12.7194,74.8861,SOOFINAGAR
518,Scarborough,GB,56.86,scattered clouds,54.2797,-0.4044,Ambassador Roomzzz
519,Buluang,PH,76.14,overcast clouds,13.3068,123.3425,Enon Beach Resort
520,Touros,BR,77.9,clear sky,-5.1989,-35.4608,INN NEW HORIZON
521,Miles City,US,84.51,clear sky,46.4083,-105.8406,FairBridge Inn & Suites Miles City
523,Koumra,TD,76.01,overcast clouds,8.9126,17.5539,Motel Espoir
524,Cuamba,MZ,70.9,clear sky,-14.8031,36.5372,Hotel Vision
525,Merauke,ID,76.78,overcast clouds,-8.4667,140.3333,
527,Maumere,ID,77.18,clear sky,-8.6199,122.2111,Sylvia Hotel
529,Denpasar,ID,76.66,few clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
530,Saint Paul,US,72.46,haze,44.9444,-93.0933,"InterContinental Saint Paul Riverfront, an IHG Hotel"
531,Grindavik,IS,57.15,overcast clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
532,Loudi,CN,69.03,overcast clouds,27.7344,111.9944,Till Bright Hotel
533,Shipunovo,RU,57.58,few clouds,52.1582,82.2173,
535,Tessalit,ML,90.61,broken clouds,20.1986,1.0114,
538,Matay,EG,83.21,clear sky,28.419,30.7792,Nag Aespen
541,Usa River,TZ,59.5,clear sky,-3.3667,36.85,Milimani Cottages
542,Autun,FR,61.5,clear sky,46.95,4.3,Les Ursulines Hotel
543,Luancheng,CN,64.56,light rain,37.8792,114.6517,Shell Hebei Shijiazhuang Luancheng Xinyuan Road Hotel
544,Lazarev,RU,60.78,overcast clouds,52.225,141.5131,
545,Mackenzie,CA,57.42,overcast clouds,55.2999,-123.1698,Hilton Shop
546,Olinda,BR,76.73,broken clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
547,Ajdabiya,LY,80.37,clear sky,30.7554,20.2263,Almadina Hotel
548,Kiama,AU,55.38,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
549,Ekuvukeni,ZA,62.31,few clouds,-28.4675,30.1551,Sibeko Resident
551,Emba,KZ,77.43,clear sky,48.8264,58.1442,
554,Alindao,CF,70.86,overcast clouds,5.0267,21.2088,OCHA Alindao
555,Petropavlovsk-Kamchatskiy,RU,59.59,clear sky,53.0452,158.6483,The Hotel Petropavlovsky
556,Yanam,IN,80.33,overcast clouds,16.7333,82.2167,The Regency Hotel
557,Lang Son,VN,73.47,broken clouds,21.8333,106.7333,Khai Nga Hotel
558,Alhama De Murcia,ES,77.2,clear sky,37.851,-1.4251,Hotel Los Bartolos - Inicio Reservas
559,Gillette,US,85.24,scattered clouds,44.2911,-105.5022,National 9 Inn - Gillette WY
560,Bull Savanna,JM,75.56,moderate rain,17.8868,-77.5902,Big Red's
561,Starychi,UA,55.89,overcast clouds,49.98,23.5585,Motelʹ Kurortnyy
562,Auki,SB,82.17,clear sky,-8.7676,160.7034,Auki Motel
563,Surin,TH,75.58,overcast clouds,14.8818,103.4936,One Fu Hotel
564,Humberto De Campos,BR,77.74,broken clouds,-2.5983,-43.4611,Pousada do Cabeça
565,Ushtobe,KZ,68.32,clear sky,45.2514,77.9838,"Gostinitsa ""Diyar"""
566,Seydi,TM,80.62,clear sky,39.4816,62.9137,Seydi oteli
567,Lake City,US,81.75,broken clouds,30.1897,-82.6393,Ramada Limited Lake City
568,Raesfeld,DE,57.51,clear sky,51.7667,6.85,Hotel am Tiergarten
570,Chateaubelair,VC,83.01,few clouds,13.2833,-61.25,Richmond Vale Diving & Hiking Center
571,Gacko,BA,57.33,clear sky,43.1672,18.5353,Hotel Metohija
572,Cerknica,SI,61.81,moderate rain,45.7931,14.3625,Rooms Cerknica
573,Kinshasa,CD,79.18,light rain,-4.3246,15.3215,Flat Hotel Alhdeef
574,Osorio,BR,57.16,overcast clouds,-29.8867,-50.2697,Hotel Litoral
575,Camacha,PT,71.02,few clouds,33.0833,-16.3333,Hotel Praia Dourada
576,Smirnykh,RU,64.38,moderate rain,49.75,142.8333,Tsentral'naya
