City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
150,Jacmel,HT,2020-08-27 18:18:19,18.23,-72.53,307.15,52,20,4.1,few clouds,0.0,0
151,Naze,JP,2020-08-27 18:18:20,28.37,129.48,301.15,94,75,2.6,light rain,0.0,0
152,Marzuq,YE,2020-08-27 18:18:21,14.4,46.47,302.88,44,17,2.73,few clouds,0.0,0
153,Sao Filipe,CV,2020-08-27 18:18:22,14.9,-24.5,299.16,80,75,1.88,broken clouds,0.0,0
154,Plerin,FR,2020-08-27 18:18:22,48.54,-2.78,293.15,68,90,6.2,overcast clouds,0.0,0
155,Hilo,US,2020-08-27 18:15:42,19.73,-155.09,297.59,78,75,2.1,broken clouds,0.0,0
156,Kihei,US,2020-08-27 18:18:24,20.79,-156.47,299.15,69,40,4.6,scattered clouds,0.0,0
157,Cam Ranh,VN,2020-08-27 18:18:24,11.92,109.16,303.15,84,40,3.6,scattered clouds,0.0,0
158,Dongfeng,CN,2020-08-27 18:18:25,42.64,125.51,293.77,96,98,2.12,light rain,0.32,0
159,Ust-Nera,RU,2020-08-27 18:18:27,64.57,143.2,276.73,73,97,1.53,overcast clouds,0.0,0
160,Port Lincoln,AU,2020-08-27 18:18:29,-34.73,135.87,284.2,89,0,1.28,clear sky,0.0,0
161,Alofi,NU,2020-08-27 18:16:50,-19.06,-169.92,290.15,93,71,0.5,broken clouds,0.0,0
162,Olafsvik,IS,2020-08-27 18:18:30,64.89,-23.71,284.13,79,96,4.32,overcast clouds,0.0,0
163,Tiksi,RU,2020-08-27 18:18:31,71.69,128.87,276.58,82,0,1.29,clear sky,0.0,0
164,Yeppoon,AU,2020-08-27 18:18:32,-23.13,150.73,288.15,72,0,4.1,clear sky,0.0,0
165,Abaza,RU,2020-08-27 18:18:33,52.66,90.09,284.72,74,100,1.56,overcast clouds,0.0,0
166,Caiaponia,BR,2020-08-27 18:18:33,-16.96,-51.81,308.68,9,28,4.37,scattered clouds,0.0,0
167,Pisco,PE,2020-08-27 18:18:34,-13.7,-76.22,292.15,72,20,4.6,few clouds,0.0,0
168,Bilma,NE,2020-08-27 18:18:35,18.69,12.92,309.68,26,43,2.99,scattered clouds,0.0,0
169,Pathein,MM,2020-08-27 18:18:35,16.78,94.73,299.41,86,100,3.99,overcast clouds,0.0,0
170,Boajibu,SL,2020-08-27 18:18:36,8.18,-11.33,298.19,93,67,1.0,moderate rain,1.46,0
171,Praya,CV,2020-08-27 18:18:37,14.92,-23.51,302.15,74,75,4.6,broken clouds,0.0,0
172,Chelmza,PL,2020-08-27 18:18:37,53.18,18.6,289.82,87,75,6.7,broken clouds,0.0,0
173,Kashi,CN,2020-08-27 18:18:38,39.45,75.98,295.15,56,40,1.0,scattered clouds,0.0,0
174,Carballo,ES,2020-08-27 18:18:39,43.21,-8.69,296.48,88,75,2.6,light rain,0.0,0
175,Kamsack,CA,2020-08-27 18:18:39,51.57,-101.9,296.15,43,1,3.1,clear sky,0.0,0
176,Barra Do Garcas,BR,2020-08-27 18:18:40,-15.89,-52.26,310.94,9,49,2.55,scattered clouds,0.0,0
177,Hamilton,US,2020-08-27 18:18:41,39.18,-84.53,303.15,62,75,9.3,light rain,0.51,0
178,Kotido,UG,2020-08-27 18:18:41,2.98,34.13,297.47,53,69,3.11,broken clouds,0.0,0
179,Ville-Marie,CA,2020-08-27 18:18:42,47.33,-79.43,285.15,93,90,2.1,overcast clouds,0.0,0
180,Geraldton,AU,2020-08-27 18:16:12,-28.77,114.6,284.15,100,0,4.1,clear sky,0.0,0
181,Cabo Rojo,PR,2020-08-27 18:18:43,18.09,-67.15,304.82,70,11,1.34,light rain,0.18,0
182,Solnechnyy,RU,2020-08-27 18:18:44,50.72,136.63,287.63,74,100,2.0,overcast clouds,0.0,0
183,Fort Nelson,CA,2020-08-27 18:18:45,58.81,-122.7,291.15,52,40,2.6,scattered clouds,0.0,0
184,Lompoc,US,2020-08-27 18:18:46,34.64,-120.46,290.15,82,90,5.1,overcast clouds,0.0,0
185,Codrington,AU,2020-08-27 18:18:47,-38.27,141.97,279.81,82,0,3.8,clear sky,0.0,0
186,Hangu,CN,2020-08-27 18:18:47,39.25,117.79,295.15,78,36,2.0,scattered clouds,0.0,0
187,Leshukonskoye,RU,2020-08-27 18:18:50,64.9,45.76,283.86,84,26,3.09,scattered clouds,0.0,0
188,Guanica,PR,2020-08-27 18:18:51,17.97,-66.91,304.82,63,14,1.34,light rain,0.31,0
189,Rangkasbitung,ID,2020-08-27 18:18:51,-6.36,106.25,303.15,74,20,1.0,haze,0.0,0
190,Kapoeta,SS,2020-08-27 18:18:53,4.77,33.59,300.87,48,43,0.57,scattered clouds,0.0,0
191,Kolaras,IN,2020-08-27 18:18:54,25.23,77.6,298.28,86,92,2.7,light rain,0.54,0
192,Port-Gentil,GA,2020-08-27 18:18:55,-0.72,8.78,299.15,83,75,7.38,broken clouds,0.0,0
193,Lewiston,US,2020-08-27 18:18:55,44.1,-70.21,289.82,63,40,1.5,scattered clouds,0.0,0
194,Bay Roberts,CA,2020-08-27 18:18:56,47.6,-53.26,293.15,57,30,6.71,scattered clouds,0.0,0
195,Fort Saint James,CA,2020-08-27 18:18:57,54.43,-124.25,290.17,49,58,0.2,broken clouds,0.0,0
196,Severo-Kurilsk,RU,2020-08-27 18:18:58,50.68,156.12,283.64,88,100,5.92,overcast clouds,0.0,0
197,San Antonio,US,2020-08-27 18:14:59,29.42,-98.49,308.15,44,20,2.1,few clouds,0.0,0
198,Egvekinot,RU,2020-08-27 18:18:59,66.32,-179.17,279.56,85,83,3.93,broken clouds,0.0,0
199,Pimenteiras,BR,2020-08-27 18:19:00,-6.25,-41.42,309.69,21,29,2.96,scattered clouds,0.0,0
200,Voyvozh,RU,2020-08-27 18:19:00,62.89,54.96,284.9,94,96,4.83,overcast clouds,0.0,0
201,Kaitangata,NZ,2020-08-27 18:19:01,-46.28,169.85,275.93,84,92,2.54,overcast clouds,0.0,0
202,Stavrovo,RU,2020-08-27 18:19:02,56.13,40.01,287.98,85,77,2.9,broken clouds,0.0,0
203,Rocha,UY,2020-08-27 18:19:03,-34.48,-54.33,286.89,75,99,3.83,overcast clouds,0.0,0
204,Morden,CA,2020-08-27 18:19:04,49.19,-98.1,296.15,88,1,3.1,clear sky,0.0,0
205,Namatanai,PG,2020-08-27 18:19:05,-3.67,152.43,299.23,82,54,3.01,light rain,0.77,0
206,Kjollefjord,NO,2020-08-27 18:19:05,70.95,27.35,282.15,66,40,7.2,scattered clouds,0.0,0
207,Nantucket,US,2020-08-27 18:19:06,41.28,-70.1,294.26,64,40,3.6,scattered clouds,0.0,0
208,Tabou,CI,2020-08-27 18:19:07,4.42,-7.35,298.14,83,100,4.67,overcast clouds,0.0,0
209,Northam,GB,2020-08-27 18:19:08,51.03,-4.22,290.37,93,50,3.58,scattered clouds,0.0,0
210,Urumqi,CN,2020-08-27 18:19:09,43.8,87.6,289.15,82,75,1.0,light intensity shower rain,0.0,0
211,Port Elizabeth,ZA,2020-08-27 18:15:02,-33.92,25.57,288.15,72,0,7.2,clear sky,0.0,0
212,Rawson,AR,2020-08-27 18:19:10,-43.3,-65.1,289.41,35,3,6.86,clear sky,0.0,0
213,Eyl,SO,2020-08-27 18:19:11,7.98,49.82,298.5,74,100,10.3,overcast clouds,0.0,0
214,Arraial Do Cabo,BR,2020-08-27 18:19:12,-22.97,-42.03,298.15,69,40,6.2,scattered clouds,0.0,0
215,Surgut,RU,2020-08-27 18:19:12,61.25,73.42,285.15,100,12,1.54,few clouds,0.0,0
216,Vytegra,RU,2020-08-27 18:19:13,61.01,36.45,285.16,91,100,0.81,light rain,0.17,0
217,Ust-Tsilma,RU,2020-08-27 18:19:14,65.44,52.15,283.97,93,100,2.32,overcast clouds,0.0,0
218,Yellowknife,CA,2020-08-27 18:15:54,62.46,-114.35,288.15,77,75,6.7,broken clouds,0.0,0
219,La Sarre,CA,2020-08-27 18:19:17,48.8,-79.2,282.59,91,100,1.82,light rain,0.11,0
220,Emerald,AU,2020-08-27 18:19:17,-23.53,148.17,284.15,81,0,2.65,clear sky,0.0,0
221,Pacific Grove,US,2020-08-27 18:19:18,36.62,-121.92,287.59,92,59,1.34,broken clouds,0.0,0
222,Guerrero Negro,MX,2020-08-27 18:19:19,27.98,-114.06,305.08,44,0,1.52,clear sky,0.0,0
223,Muros,ES,2020-08-27 18:19:19,42.78,-9.06,293.71,94,95,3.13,overcast clouds,0.0,0
224,Kayerkan,RU,2020-08-27 18:19:20,69.35,87.76,286.15,82,8,5.0,clear sky,0.0,0
225,San Felipe,VE,2020-08-27 18:19:21,10.34,-68.74,301.65,78,22,2.66,moderate rain,1.47,0
226,Iskateley,RU,2020-08-27 18:19:21,67.68,53.15,284.94,83,95,1.91,overcast clouds,0.0,0
227,Porto Novo,BJ,2020-08-27 18:19:22,6.5,2.6,299.15,83,40,6.2,scattered clouds,0.0,0
228,Navrongo,GH,2020-08-27 18:19:23,10.9,-1.09,299.93,81,59,3.03,light rain,0.66,0
229,Omboue,GA,2020-08-27 18:19:23,-1.57,9.26,297.51,82,67,4.73,broken clouds,0.0,0
230,Port Hedland,AU,2020-08-27 18:19:24,-20.32,118.57,292.15,63,0,3.6,clear sky,0.0,0
231,Tromso,NO,2020-08-27 18:19:07,69.65,18.96,281.15,87,75,8.7,light rain,0.0,0
232,Tadine,NC,2020-08-27 18:19:25,-21.55,167.88,292.94,78,89,8.15,overcast clouds,0.0,0
233,Tual,ID,2020-08-27 18:15:08,-5.67,132.75,299.68,81,97,11.31,overcast clouds,0.0,0
234,Shahr-E Babak,IR,2020-08-27 18:19:27,30.12,55.12,295.54,28,80,3.49,broken clouds,0.0,0
235,Airai,TL,2020-08-27 18:19:29,-8.93,125.41,287.57,94,30,1.63,scattered clouds,0.0,0
236,Iquique,CL,2020-08-27 18:19:29,-20.22,-70.14,291.15,59,20,6.7,few clouds,0.0,0
237,Front Royal,US,2020-08-27 18:19:30,38.92,-78.19,306.48,58,90,2.1,overcast clouds,0.0,0
238,Dikson,RU,2020-08-27 18:19:31,73.51,80.55,282.07,85,48,5.68,scattered clouds,0.0,0
239,Kieta,PG,2020-08-27 18:19:31,-6.22,155.63,299.09,80,100,2.6,moderate rain,2.57,0
